Timestamp,Min,Avg,Max
2025-07-09 09:05:02,25.524,25.83,26.286
2025-07-09 09:15:00,25.595,25.939,26.213
2025-07-09 09:30:00,25.886,26.017,26.158
2025-07-09 09:45:00,25.942,26.07,26.185
2025-07-09 10:00:00,25.947,26.07,26.172
2025-07-09 10:15:00,25.942,26.047,26.184
2025-07-09 10:30:00,25.857,26.03,26.217
2025-07-09 10:45:00,25.8,26.018,26.182
2025-07-09 11:00:00,25.864,26.006,26.123
2025-07-09 11:15:00,25.866,25.997,26.182
2025-07-09 11:30:00,25.864,25.987,26.108
2025-07-09 11:45:00,25.859,25.982,26.092
2025-07-09 12:00:00,25.852,25.979,26.086
2025-07-09 12:15:00,25.854,25.976,26.117
2025-07-09 12:30:00,25.854,25.977,26.089
2025-07-09 12:45:00,25.849,25.977,26.107
2025-07-09 13:00:00,25.844,25.97,26.078
2025-07-09 13:15:00,25.837,25.966,26.1
2025-07-09 13:30:00,25.852,25.958,26.082
2025-07-09 13:45:00,25.744,25.953,26.227
2025-07-09 14:00:00,25.739,25.95,26.167
2025-07-09 14:15:00,25.753,25.941,26.177
2025-07-09 14:30:00,25.744,25.947,26.146
2025-07-09 14:45:00,25.72,25.954,26.17
2025-07-09 15:00:00,25.724,25.955,26.222
2025-07-09 15:15:00,25.724,25.954,26.22
2025-07-09 15:30:00,25.827,25.98,26.123
2025-07-09 15:45:00,25.85,26.016,26.149
2025-07-09 16:00:00,25.891,26.021,26.15
2025-07-09 16:15:00,25.818,26.008,26.155
2025-07-09 16:30:00,25.793,25.996,26.227
2025-07-09 16:45:00,25.749,25.984,26.192
2025-07-09 17:00:00,25.713,25.977,26.227
2025-07-09 17:15:00,25.731,25.977,26.207
2025-07-09 17:30:00,25.731,25.974,26.241
2025-07-09 17:45:00,21.808,25.969,26.175
2025-07-09 18:00:00,25.73,25.971,26.241
2025-07-09 18:15:00,25.715,25.972,26.192
2025-07-09 18:30:00,25.749,25.975,26.19
2025-07-09 18:45:00,25.715,25.985,26.229
2025-07-09 19:00:00,25.744,25.987,26.247
2025-07-09 19:15:00,25.771,25.993,26.207
2025-07-09 19:30:00,25.788,25.996,26.247
2025-07-09 19:45:00,25.766,26.007,26.246
2025-07-09 20:00:00,25.784,26.006,26.248
2025-07-09 20:15:00,25.759,26.009,26.263
2025-07-09 20:30:00,25.747,26.008,26.226
2025-07-09 20:45:00,25.793,26.01,26.226
2025-07-09 21:00:00,25.73,26.009,26.2
2025-07-09 21:15:00,25.903,26.015,26.143
2025-07-09 21:30:00,25.883,26.02,26.145
2025-07-09 21:45:00,25.844,26.025,26.229
2025-07-09 22:00:00,25.93,26.05,26.168
2025-07-09 22:15:00,25.958,26.072,26.197
2025-07-09 22:30:00,25.965,26.084,26.205
2025-07-09 22:45:00,25.872,26.102,26.34
2025-07-09 23:00:00,25.916,26.108,26.32
2025-07-09 23:15:00,25.883,26.111,26.273
2025-07-09 23:30:00,25.93,26.122,26.286
2025-07-09 23:45:00,25.955,26.13,26.274
2025-07-09 09:05:02,24.356,24.693,25.237
2025-07-09 09:15:00,24.406,24.651,25.006
2025-07-09 09:30:00,24.466,24.723,24.922
2025-07-09 09:45:00,24.536,24.785,25.01
2025-07-09 10:00:00,24.473,24.618,24.782
2025-07-09 10:15:00,24.442,24.584,24.719
2025-07-09 10:30:00,24.459,24.592,24.768
2025-07-09 10:45:00,24.321,24.563,24.743
2025-07-09 11:00:00,24.388,24.56,24.723
2025-07-09 11:15:00,24.38,24.545,24.706
2025-07-09 11:30:00,24.375,24.539,24.682
2025-07-09 11:45:00,24.415,24.542,24.679
2025-07-09 12:00:00,24.378,24.538,24.687
2025-07-09 12:15:00,24.369,24.556,24.711
2025-07-09 12:30:00,24.402,24.552,24.699
2025-07-09 12:45:00,24.422,24.546,24.689
2025-07-09 13:00:00,24.383,24.529,24.656
2025-07-09 13:15:00,24.402,24.541,24.691
2025-07-09 13:30:00,24.38,24.517,24.66
2025-07-09 13:45:00,24.314,24.516,24.783
2025-07-09 14:00:00,24.299,24.501,24.746
2025-07-09 14:15:00,24.294,24.512,24.776
