Timestamp,Min,Avg,Max
2025-07-09 09:05:31,26.572,26.705,26.835
2025-07-09 09:15:00,26.651,26.793,26.926
2025-07-09 09:30:00,26.736,26.867,27.012
2025-07-09 09:45:00,26.799,26.933,27.06
2025-07-09 10:00:00,26.853,26.964,27.08
2025-07-09 10:15:00,26.867,26.976,27.1
2025-07-09 10:30:00,26.848,26.969,27.088
2025-07-09 10:45:00,26.847,26.963,27.082
2025-07-09 11:00:00,26.84,26.951,27.084
2025-07-09 11:15:00,26.818,26.935,27.067
2025-07-09 11:30:00,26.816,26.924,27.046
2025-07-09 11:45:00,26.796,26.915,27.048
2025-07-09 12:00:00,26.778,26.903,27.029
2025-07-09 12:15:00,26.784,26.896,27.009
2025-07-09 12:30:00,26.779,26.891,27.009
2025-07-09 12:45:00,26.769,26.888,27.001
2025-07-09 13:00:00,26.745,26.878,27.026
2025-07-09 13:15:00,26.722,26.871,27.028
2025-07-09 13:30:00,26.751,26.864,26.992
2025-07-09 13:45:00,26.751,26.861,26.99
2025-07-09 14:00:00,26.739,26.856,26.99
2025-07-09 14:15:00,26.718,26.843,26.957
2025-07-09 14:30:00,26.737,26.838,26.952
2025-07-09 14:45:00,26.707,26.84,26.96
2025-07-09 15:00:00,26.721,26.833,26.943
2025-07-09 15:15:00,26.712,26.838,26.958
2025-07-09 15:30:00,26.698,26.857,26.987
2025-07-09 15:45:00,26.764,26.902,27.024
2025-07-09 16:00:00,26.815,26.924,27.041
2025-07-09 16:15:00,26.81,26.92,27.078
2025-07-09 16:30:00,26.803,26.909,27.036
2025-07-09 16:45:00,26.762,26.895,27.023
2025-07-09 17:00:00,26.767,26.885,27.002
2025-07-09 17:15:00,26.757,26.882,26.987
2025-07-09 17:30:00,26.755,26.877,26.999
2025-07-09 17:45:00,26.137,26.874,26.987
2025-07-09 18:00:00,26.759,26.877,26.999
2025-07-09 18:15:00,26.757,26.881,26.989
2025-07-09 18:30:00,26.78,26.889,27.01
2025-07-09 18:45:00,26.784,26.901,27.015
2025-07-09 19:00:00,26.792,26.91,27.031
2025-07-09 19:15:00,26.777,26.918,27.036
2025-07-09 19:30:00,26.804,26.922,27.034
2025-07-09 19:45:00,26.815,26.926,27.036
2025-07-09 20:00:00,26.806,26.924,27.027
2025-07-09 20:15:00,26.786,26.926,27.039
2025-07-09 20:30:00,26.814,26.928,27.046
2025-07-09 20:45:00,26.816,26.93,27.044
2025-07-09 21:00:00,26.808,26.929,27.036
2025-07-09 21:15:00,26.811,26.935,27.061
2025-07-09 21:30:00,26.808,26.936,27.066
2025-07-09 21:45:00,26.836,26.945,27.055
2025-07-09 22:00:00,26.841,26.971,27.114
2025-07-09 22:15:00,26.873,27.009,27.15
2025-07-09 22:30:00,26.914,27.035,27.151
2025-07-09 22:45:00,26.931,27.057,27.163
2025-07-09 23:00:00,26.941,27.073,27.188
2025-07-09 23:15:00,26.973,27.084,27.2
2025-07-09 23:30:00,26.988,27.105,27.223
2025-07-09 23:45:00,27.017,27.125,27.239
2025-07-09 09:05:31,26.572,26.705,26.835
2025-07-09 09:15:00,26.651,26.793,26.926
2025-07-09 09:30:00,26.736,26.867,27.012
2025-07-09 09:45:00,26.799,26.933,27.06
2025-07-09 10:00:00,26.853,26.964,27.08
2025-07-09 10:15:00,26.867,26.976,27.1
2025-07-09 10:30:00,26.848,26.969,27.088
2025-07-09 10:45:00,26.847,26.963,27.082
2025-07-09 11:00:00,26.84,26.951,27.084
2025-07-09 11:15:00,26.818,26.935,27.067
2025-07-09 11:30:00,26.816,26.924,27.046
2025-07-09 11:45:00,26.796,26.915,27.048
2025-07-09 12:00:00,26.778,26.903,27.029
2025-07-09 12:15:00,26.784,26.896,27.009
2025-07-09 12:30:00,26.779,26.891,27.009
2025-07-09 12:45:00,26.769,26.888,27.001
2025-07-09 13:00:00,26.745,26.878,27.026
2025-07-09 13:15:00,26.722,26.871,27.028
2025-07-09 13:30:00,26.751,26.864,26.992
2025-07-09 13:45:00,26.751,26.861,26.99
